CNPJ_FUNDO,DENOM_SOCIAL,TP_FUNDO,sub_cluster
04682817000148,ITAÚ FI IDEAL PREV PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESP LIMITADA,FIF,1
04684251000193,,,1
04684453000135,SANTANDER XIII RENDA FIXA CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
04684467000159,SANTANDER II RENDA FIXA CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
04684472000161,SANTANDER 20 II MULTIMERCADO CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
04684491000198,SANTANDER 20 I MULTIMERCADO CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
04684499000154,SANTANDER XIV RENDA FIXA CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
04684515000109,SANTANDER VI RENDA FIXA CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
04685271000189,ITAUPREV CLASSIC V20 FIF CIC MULT - RESP LIMITADA,FIF,1
04685295000138,ITAUPREV CLASSIC V40 FIF CIC MULT - RESP LIMITADA,FIF,1
04685308000179,ITAUPREV CLASSIC V10 FIF CIC MULT - RESP LIMITADA,FIF,1
04685333000152,ITAUPREV CLASSIC F100 FIF CIC RF - RESP LIMITADA,FIF,1
04687535000133,FIBRA CSN INVEST PLUS - FUNDO DE INVESTIMENTO MULTIMERCADO,FIF,1
04696422000102,VIKING FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INV EM COTAS MULT CRÉD PRIVADO RESP LIMITADA,FACFIF,1
04699638000113,ITAÚ FLEXPREV PLUS V10 FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT - RESP LIMITADA,FIF,1
04699650000128,ITAÚ FLEXPREV PLUS V40 FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT - RESP LIMITADA,FIF,1
04699738000140,,,1
04700116000194,ITAÚ PERSONNALITÉ FEDERAL RF REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,FACFIF,0
04700335000173,ITAÚ INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESP LIMITADA,FACFIF,0
04700366000124,TANZANITA 1 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FIF,1
04700879000135,EGEON PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,1
04701028000107,PREVINDUS MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,1
04701088000120,TELOS BAIXO RISCO II FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,0
04701172000143,ITAÚ FLEXPREV I V40 FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT - RESP LIMITADA,FIF,1
04701235000161,,,1
04701240000174,ITAÚ MULTIESTRATÉGIA MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,1
04702079000153,FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO,FITVM,1
04702944000161,PBUC FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA,FIF,1
04703001000153,ITAÚ KEY SOURCE RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,1
04703087000114,ITAÚ PERSONNALITÉ RENDA FIXA CURTO PRAZO FIF CIC RESP LIMITADA,FACFIF,0
04703103000179,ITAÚ PP SUPER RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,FACFIF,0
04709080000100,PACK FIX 100 FIF ESPECIALMENTE CONSTITUÍDOS CIC RF - RESP LIMITADA,FIF,1
04714699000102,SEVILLA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,FIF,1
04733518000195,EROS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FIF,1
04736006000182,SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA,FITVM,1
04738195000122,SULAMERICA FIX 100 II FUNDO DE INVESTIMENTO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,1
04738201000141,SULAMERICA FIX 100 VI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,1
04738236000180,BRADESCO FIF - CLASSE DE INVESTIMENTO MULTI FEB II CD - RESP LIMITADA,FIF,1
04751820000176,ITAÚ PREVIDÊNCIA IBRX FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA,FITVM,1
04755506000161,LUIZA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FACFIF,1
04763484000181,MB PREV VIII RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO CRED PRIV - RESPONSABILIDADE LIMITADA,FIF,1
04764174000181,INSTITUTIONAL ACTIVE FIX IB MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,3
04764252000148,MONT BLANC PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,FIF,1
04764399000138,CAIXA MARFIM FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,1
04773506000194,UV SEQUÓIA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,FACFIF,1
04782012000176,,,1
04782224000153,ICATU SEG COMPOSTO 49E FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA,FIF,1
04785314000106,,,0
04786966000157,DUCAPE FUNDO DE INVESTIMENTO FINANCEIRO,FACFIF,1
04786973000159,NUCLEOS II FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI - RESPONSABILIDADE LIMITADA,FIF,0
04787992000108,,,1
04794886000143,SANTANDER III RENDA FIXA CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,3
04803035000110,ICATU VANGUARDA BANPARÁ PREV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITA,FIF,1
04804980000136,ESMERALDA FIC DE FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR - RESP LIMITADA,FACFIF,1
04806420000110,CSHG VERDE AM BETA 14 FUNDO DE INVESTIMENTO EM COTAS DE FIF - AÇÕES REP LIMITADA,FITVM,1
04812385000142,,,1
04816776000135,BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO IPANEMA CRED PRIV - RESP LIMITADA,FIF,1
04817198000151,,,1
04820026000137,ICATU VANGUARDA MULTIESTRATÉGIA MODERADO FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA,FACFIF,1
04822511000140,SUCUPIRA IMA-B FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,1
04822739000130,FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CREDIT - CRÉDITO PRIVADO - RESP LIMITADA,FIF,3
04823412000182,BRADESCO H FIF - CIC RF CURTO PRAZO - RESP LIMITADA,FACFIF,0
04828795000181,BANRISUL FOCO IMA G FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITAD,FIF,1
04830277000100,BRADESCO VGBL FIX FI FINANCEIRO - CIC RF - RESP LIMITADA,FIF,3
04830289000127,BRADESCO VGBL - V1530 FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
04830302000148,BRADESCO VGBL - V3030 FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
04830474000111,BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO MULTIESTRATÉGIA - RESP LIMITADA,FACFIF,1
04830483000102,BRADESCO PRIVATE FIF - CIC MULTIMERCADO MULTIESTRATÉGIA PLUS -RESPONSABILIDADE LIMITADA,FACFIF,1
04836724000120,POTENJI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,1
04839905000100,MITHI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FACFIF,1
04839917000135,RCV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FACFIF,1
04839930000194,ANNECY FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FACFIF,1
04841576000132,BRADESCO FIF - CLASSE DE INVESTIMENTO SUPRE II - RESP LIMITADA,FIF,1
04841651000165,BRADESCO PERFORMANCE FI FINANCEIRO - CI RF REFERENCIADA DI - RESP LIMITADA,FIF,0
04841657000132,BRADESCO PRIVATE FIF - CIC RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FIF,1
04841745000134,BRAM PRIVATE FIF - CLASSE DE INVESTIMENTO MULTIMERCADO MULTIESTRATÉGIA - RESP LIMITADA,FIF,1
04841814000100,ITAUPREV PREVISÃO FIF CIC RF - RESP LIMITADA,FIF,1
04866784000196,BB EXTRAMERCADO EXCLUSIVO 8 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA  RESPONSABILIDADE LIMITADA,FIF,1
04869180000101,G5 ALLOCATION FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO,FACFIF,1
04871634000170,SANTANDER SOBERANO RENDA FIXA CURTO PRAZO - CIC FIF RESP LIMITADA,FIF,0
04871688000136,SANTANDER ATLÂNTICO RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO - FIF,FIF,0
04871799000142,BRASIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO CP,FACFIF,1
04871830000145,PASSO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FACFIF,1
04874802000181,BRADESCO PRIVATE FIF - CLASSE  DE INVESTIMENTO EM COTAS RENDA FIXA CRED PRIV RATING - RESP LIMITADA,FACFIF,1
04874817000140,ANDBANK GOETHE FIC DE FIF MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FACFIF,1
04875006000163,BRAM IQ FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FIF,1
04875086000157,ATLANTIS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FIF,1
04875166000102,BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR TOP - RESP LIMITADA,FIF,1
04881158000179,,,1
04881191000107,,,1
04881197000176,,,1
04881676000192,BB FUNDO MÚTUO DE PRIVATIVAÇÃO - FGTS VALE DO RIO DOCE - MIGRAÇÃO - RESPONSABILIDADE LIMITADA,FMP-FGTS,1
04882596000151,BRADESCO FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS - CLASSE DE INVESTIMENTO VALE MIGRAÇÃO - RESP LIMITADA,FMP-FGTS,1
04882611000161,BRADESCO FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS - CI RIO DOCE FUNDO FORÇA - RESP LIMITADA,FMP-FGTS,1
04882617000139,BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES VALE - RESPONSABILIDADE LIMITADA,FITVM,1
04882647000145,BRADESCO FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS - CI VALE DO RIO DOCE - PRIVATE - RESP LIMITADA,FMP-FGTS,1
04882688000131,BRADESCO FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS - CI VALE DO RIO DOCE - PRIVATE I - RESP LIMITADA,FMP-FGTS,1
04884545000169,BRADESCO BA FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS - CI VALE - RESP LIMITADA,FMP-FGTS,1
04884567000129,BRADESCO BA FIF - CLASSE DE INVESTIMENTO EM AÇÕES VALE -RESP LIMITADA,FITVM,1
04885403000116,AGNES I FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,FIF,1
04885503000142,ATACAMA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,FIF,3
04885571000101,CEARÁ FIF  - CLASSE DE INVESTIMENTO RF  CRÉDITO PRIVADO - RESP  LTDA,FIF,1
04885601000180,UNIPREV I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,1
04885832000193,CAIXA FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS - VALE DO RIO DOCE MIGRAÇÃO- RESPONSABILIDADE LIMITADA,FMP-FGTS,1
04887951000185,,,1
04887966000143,,,1
04887978000178,,,1
04887986000114,,,1
04889781000178,SANTANDER VALE 4 AÇÕES - FIF RESP LIMITADA,FITVM,1
04889791000103,SANTANDER FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS VALE II RESP LIMITADA,FMP-FGTS,1
04889824000115,SANTANDER FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS VALE V RESPONSABILIDADE LIMITADA,FMP-FGTS,1
04890401000115,SAFRA FUNDO MÚTUO DE PRIVATIZAÇÃO FGTS VALE DO RIO DOCE CLASSE DE INVEST EM AÇÕES RESP LIMITADA,FMP-FGTS,1
04891399000107,BRADESCO H FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS - CI VALE DO RIO DOCE - RESP LIMITADA,FMP-FGTS,1
04892107000142,BRADESCO H FIF - CLASSE DE INVESTIMENTO EM AÇÕES VALE DO RIO DOCE - RESP LIMITADA,FITVM,1
04892365000129,ALFA III FUNDO MÚTUO DE PRIVATIZAÇÃO FGTS VALE DO RIO DOCE CLASSE DE INVEST EM AÇÕES RESP LIMITADA,FMP-FGTS,1
04892367000118,ALFA II FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS VALE DO RIO DOCE CI EM AÇÕES RESP LIMITADA,FMP-FGTS,1
04892370000131,ALFA I - FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS - VALE DO RIO DOCE CI EM AÇÕES RESP LIMITADA,FMP-FGTS,1
04894403000182,CA INDOSUEZ FUNDO MÚTUO DE PRIVATIZAÇÃO  FGTS VALE DO RIO DOCE CI EM AÇÕES RESP LIMITADA,FMP-FGTS,1
04894410000184,BRASIL PLURAL FI MÚTUO DE PRIVATIZAÇÃO - FGTS VALE DO RIO DOCE - RESPONSABILIDADE LIMITADA,FMP-FGTS,1
04894428000186,BANESTES FMP-FGTS VALE DO RIO DOCE,FI,1
04894780000111,BTG PACTUAL REFERENCE FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS VALE DO RIO DOCE,FMP-FGTS,1
04895099000198,SAFRA VALE DO RIO DOCE FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVEST EM AÇÕES RESP LIMITADA,FITVM,1
04895190000103,SANTANDER FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS  VALE RESP LIMITADA,FMP-FGTS,1
04895210000146,SANTANDER VALE AÇÕES - FIF RESP LIMITADA,FITVM,1
04895277000180,SULAMÉRICA FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS VALE DO RIO DOCE DE RESPONSABILIDADE LIMITADA,FMP-FGTS,1
04896996000116,BNB CLASSE MÚTUA DE PRIVATIZAÇÃO - FGTS VALE - RESPONSABILIDADE LIMITADA,FMP-FGTS,1
04897604000133,BTG PACTUAL REFERENCE FUNDO MÚTUO DE PRIVATIZAÇÃO FGTS VALE DO RIO DOCE,FMP-FGTS,1
04899165000106,SUL AMÉRICA ITAPEMA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA,FIF,1
04899182000135,SUL AMÉRICA OCEANO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA,FIF,1
04906948000161,BEETLE II FIF - CLASSE DE INVESTIMENTO RF PREVIDENCIÁRIO - RESP LIMITADA,FIF,1
04912456000189,FIF CIC PREVIDENCIÁRIO MULTIMERCADO CESP B1 CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FIF,3
04934288000122,CSHG CAPRI FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,1
04934293000135,SERRAZUL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FACFIF,1
04937040000115,CSHG ATITUDE EI FUNDO DE INVESTIMENTO EM COTAS DE FIF - MULTIMERCADO CREDITO PRIVADO RESP LIMITADA,FACFIF,1
04942067000104,EOS LVT FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,FACFIF,1
04957589000171,CIFRÃO CLASSE DE INVESTIMENTO  MULTIMERCADO PREVIDÊNCIÁRIO - RESP LIMITADA,FIF,1
04965504000105,BB BESC RENDA FIXA CLASSE FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,0
04981711000145,,,1
04982274000184,FABASA ITAPARICA FIF - CLASSE DE INVESTIMENTO RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,1
05006152000115,LAB FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES,FITVM,1
05011902000147,BRADESCO FIF - CLASSE DE INVESTIMENTO MULTI DUBLIN - RESP LIMITADA,FIF,1
05018033000182,B3 DI FUNDO DE INVESTIMENTO RENDA FIXA  REFERENCIADO - RESPONSABILIDADE LIMITADA,FIF,0
05018037000160,BRASILSEG RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,3
05023746000134,BB EXTRAMERCADO EXCLUSIVO 12 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,1
05024581000115,ICATU SEG CLASSIC CONSERVADOR FUNDO DE INVESTIMENTO EM COTAS FIF RF - RESP LIMITADA,FIF,1
05024659000100,CLASSE ÚNICA DO WESTERN ASSET MULTITRADING H FI FINANCEIRO MULTIMERCADO -  RESP LIMITADA,FIF,1
05024715000106,TELOS RENDA FIXA BAIXO RISCO I FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,0
05024727000122,METLIFE PLATINUM RV 25 FIC DE FIF MULTIMERCADO BALANCEADO RESP LIMITADA,FIF,1
05024775000110,METLIFE SILVER RF FUNDO DE INVESTIMENTO EM COTAS DE FIF  RENDA FIXA RESP LIMITADA,FIF,1
05024903000126,SANTANDER GOAL RENDA FIXA - FIF RESP LIMITADA,FIF,1
05024910000128,UBS BORDEAUX FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,1
05025900000107,SANTANDER RENDA FIXA MASTER CURTO PRAZO - CIC FIF RESP LIMITADA,FACFIF,0
05043204000123,COMSHELL CONCHA CLASSE DE INVESTIMENTO  RENDA FIXA - RESP LIMITADA,FIF,1
05044708000168,WHG CAMBRIDGE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,FACFIF,1
05044718000101,ITAÚ DAILY RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,FACFIF,0
05053850000171,QOPPA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,FACFIF,1
05058237000147,ALM POTIGUAR CLASSE DE INVESTIMENTO  RENDA FIXA - RESP LIMITADA,FIF,1
05063643000106,LFR FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FIF,1
05069379000100,PORTFOLIO MM MULTIGESTORES FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FIM,FACFIF,1
05073650000180,ITAÚ RENDA FIXA REFERENCIADO DI VIP FIF CIC RESPONSABILIDADE LIMITADA,FACFIF,0
05073656000158,IITAÚ RENDA FIXA IMA B ATIVO FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA,FIF,1
05073662000105,ITAÚ RENDA FIXA ÍNDICE DE PREÇOS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,FACFIF,1
05073744000150,FAMA PALESTRA FI EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO EM AÇÕES RESP LTDA,FACFIF,1
05075861000152,BB TOP EURO FUNDO DE INVESTIMENTO FINANCEIRO CAMBIAL LONGO PRAZO RESPONSABILIDADE LIMITADA,FIF,1
05084425000140,,,1
05084445000110,BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MULTI-ÍNDICES LONGO PRAZO -RESP LIMITADA,FACFIF,1
05085727000132,TREASURY FUNDO DE INVESTIMENTO MULTIMERCADO,FIF,1
05086234000117,BRB FUNDO DE INVESTIMENTO EM COTAS DE FI RF DI LP SUPER CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FIF,1
05090705000160,WESTERN ASSET DINÂMICO FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,1
05090727000120,CLASSE ÚNICA DO WESTERN ASSET DI MAX RENDA FIXA REFERENCIADO FIF RESP LIMITADA,FIF,1
05090740000180,,,1
05090753000159,,,1
05090757000137,WESTERN ASSET DI MAX EXCELLENT FUNDO DE INVESTIMENTO EM COTAS DE FIF RF REFERENCIADO RESP LIMITADA,FACFIF,1
05090763000194,WESTERN ASSET DI MAX SPECIAL FIC DE FIF RENDA FIXA REFERENCIADO - RESPONSABILIDADE LIMITADA,FACFIF,1
05090771000130,WESTERN ASSET CREDIT EXCELLENT FIC DE FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FACFIF,1
05090778000152,BTG PACTUAL MULTISTRATEGIES FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LTDA,FIF,1
05090786000107,WESTERN ASSET ALLOCATION 3 MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA,FACFIF,1
05090817000111,WESTERN ASSET ALLOCATION 1 MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA,FACFIF,1
05090830000170,WESTERN ASSET ALLOCATION 2 MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA,FACFIF,1
05090867000107,SANTANDER SARCLISA RENDA FIXA - FIF RESP LIMITADA,FIF,1
05090896000160,WESTERN ASSET ADVANTAGE IPCA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,1
05090913000160,WESTERN ASSET MULTITRADING ADVANCED TOP MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS FIF RESP LIMITAD,FACFIF,1
05090920000161,WESTERN ASSET MULTITRADING TOP MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA,FACFIF,1
05090962000100,WESTERN ASSET MULTITRADING PLUS MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA,FACFIF,1
05091122000154,VQUATRO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FACFIF,1
05091139000101,BELGRADO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA,FIF,1
05091397000198,BRADESCO PGBL - V1515 FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
05091403000107,BRADESCO PGBL - V3015 FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
05091407000195,BRADESCO PGBL - V4015 FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
05092223000140,,,1
05092264000136,,,1
05092294000142,,,1
05092810000139,SANTANDER TINGUÍ MULTIMERCADO CRÉDITO PRIVADO - FIF RESP LIMITADA,FIF,1
05093004000185,RT ALM SOBERANO 2 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,1
05093013000176,ATLÂNTIDA FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,FIF,1
05093031000158,CARTEIRA INSTITUCIONAL 53 FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉDITO PRIVADO RESP LIMITADA,FIF,1
05097813000165,FPRF1 BEM-TE-VI PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉD PRIV RESP LIMITADA,FIF,1
05100213000109,BB AÇÕES EXPORTAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FIF RESPONSABILIDADE LIMITADA,FIC-FITVM,1
05100221000155,BB AÇÕES SMALL CAPS FUNDO DE INVESTIMENTO EM COTAS DE FIF RESPONSABILIDADE LIMITADA,FIC-FITVM,1
05100230000146,BB TOP AÇÕES DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FITVM,1
05100234000124,BB TOP AÇÕES SMALL CAPS FIF RESPONSABILIDADE LIMITADA,FITVM,1
05104184000153,CHATEAUX FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,FI,3
05104498000156,BNP PARIBAS INFLAÇÃO CIC DE CLASSES DE INVESTIMENTO RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,1
05107310000123,PREV FIX RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,1
05108305000135,TARPON CSHG - FUNDO DE INVESTIMENTO EM COTAS DE FIF EM AÇÕES - RESPONSABILIDADE LIIMITADA,FITVM,1
05108368000191,SAFRA INFLATION FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVEST EM COTAS RENDA FIXA RESP LIMITADA,FIF,1
05108379000171,CITRINO I - FIF CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FIF,1
05108398000106,GAAR TAMANDARÉ FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FIF,1
05108403000172,ESPERANÇA FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FIF,1
05109839000186,PRINCIPAL CLARITAS LONG SHORT FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FI MULTIMERCADO,FITVM,1
05112343000161,BNP PARIBAS NOVA YORK CLASSE DE INVESTIMENTO MULTIMERCADO PREV - RESPONSABILIDADE LIMITADA,FIF,1
05112439000120,SANTANDER V RENDA FIXA CRÉDITO PRIVADO -  CIC FIF RESP LIMITADA,FIF,1
05113533000101,PARTNER FI FINANCEIRO - CI RF - RESP LIMITADA,FIF,1
05113546000172,BRADESCO VGBL MODERADO FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
05113771000109,BRADESCO H VGBL CONSERVADOR FI FINANCEIRO - CIC RF - RESP LIMITADA,FIF,1
05114396000111,PREVICEL I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,1
